,index,split
35142,66474,train
35143,66476,train
35144,66477,train
35145,66478,train
35146,66479,train
35147,66480,train
35148,66481,train
35149,66482,train
35150,66493,test
35151,66494,train
35152,66498,train
35153,66499,train
35154,66500,train
35155,66533,train
35156,66534,test
35157,66536,test
35158,66540,test
35159,66542,train
35160,66543,train
35161,66545,train
35162,66547,train
35163,66548,train
35164,66549,train
35165,66550,train
35166,66551,train
35167,66552,train
35168,66553,test
35169,66559,train
35170,66561,validate
35171,66562,test
35172,66563,test
35173,66564,test
35174,66565,train
35175,66566,train
35176,66567,train
35177,66568,train
35178,66569,train
35179,66570,train
35180,66571,train
35181,66572,train
35182,66574,train
35183,66576,train
35184,66578,train
35185,66580,train
35186,66582,train
35187,66584,train
35188,66586,train
35189,66588,train
35190,66590,train
35191,66592,train
35192,66594,train
35193,66596,train
35194,66598,train
35195,66599,train
35196,66600,train
35197,66601,train
35198,66602,train
35199,66603,train
35200,66604,train
35201,66605,train
35202,66606,train
35203,66607,train
35204,66608,train
35205,66611,train
35206,66613,train
35207,66614,train
35208,66615,train
35209,66616,train
35210,66617,train
35211,66618,train
35212,66619,train
35213,66621,train
35214,66623,train
35215,66624,train
35216,66625,train
35217,66626,train
35218,66627,train
35219,66629,train
35220,66630,train
35221,66631,train
35222,66647,validate
35223,66649,validate
35224,66651,validate
35225,66653,validate
35226,66655,validate
35227,66657,train
35228,66658,train
35229,66664,train
35230,66665,train
35231,66666,train
35232,66667,train
35233,66668,train
35234,66692,train
35235,66694,train
35236,66696,train
35237,66703,test
35238,66705,test
35239,66706,test
35240,66707,train
35241,66711,test
35242,66715,train
35243,66717,test
35244,66719,test
35245,66720,test
35246,66721,test
35247,66723,test
35248,66724,test
35249,66725,test
35250,66727,test
35251,66728,test
35252,66729,train
35253,66731,test
35254,66738,test
35255,66739,test
35256,66741,test
35257,66742,test
35258,66743,test
35259,66744,test
35260,66745,test
35261,66746,test
35262,66747,test
35263,66748,test
35264,66749,test
35265,66750,test
35266,66751,test
35267,66752,test
35268,66753,test
35269,66754,test
35270,66755,test
35271,66756,test
35272,66757,test
35273,66763,train
35274,66764,train
35275,66765,train
35276,66766,train
35277,66767,train
35278,66768,train
35279,66769,train
35280,66770,train
35281,66771,train
35282,66772,train
35283,66773,train
35284,66775,train
35285,66776,train
35286,66778,test
35287,66780,train
35288,66782,train
35289,66783,train
35290,66784,train
35291,66785,train
35292,66789,train
35293,66791,train
35294,66792,train
35295,66793,train
35296,66795,train
35297,66797,train
35298,66799,train
35299,66801,train
35300,66803,train
35301,66805,train
35302,66807,train
35303,66809,train
35304,66811,train
35305,66813,train
35306,66814,train
35307,66816,train
35308,66817,train
35309,66818,train
35310,66821,test
35311,66822,test
35312,66824,test
35313,66826,test
35314,66827,test
35315,66828,test
35316,66829,test
35317,66830,validate
35318,66831,validate
35319,66845,train
35320,66847,train
35321,66849,train
35322,66850,test
35323,66852,train
35324,66853,test
35325,66854,test
35326,66855,test
35327,66856,test
35328,66887,train
35329,66888,train
35330,66889,test
35331,66890,train
35332,66905,test
35333,66906,test
35334,66907,test
35335,66908,train
35336,66910,train
35337,66911,train
35338,66912,train
35339,66913,train
35340,66914,train
35341,66915,train
35342,66916,train
35343,66917,train
35344,66918,train
35345,66919,train
35346,66920,train
35347,66921,train
35348,66922,train
35349,66923,train
35350,66924,train
35351,66925,train
35352,66926,test
35353,66928,test
35354,66929,test
35355,66931,test
35356,66932,test
35357,66933,test
35358,66934,test
35359,66962,test
35360,66964,test
35361,66976,train
35362,66977,test
35363,66979,test
35364,66980,test
35365,66982,test
35366,66983,train
35367,66986,train
35368,66988,train
35369,66990,train
35370,66993,train
35371,66995,train
35372,66996,train
35373,66997,train
35374,66998,train
35375,66999,train
35376,67005,test
35377,67006,test
35378,67008,train
35379,67011,train
35380,67012,train
35381,67020,test
35382,67021,train
35383,67022,train
35384,67024,train
35385,67026,train
35386,67028,train
35387,67031,train
35388,67034,train
35389,67037,train
35390,67039,train
35391,67041,train
35392,67043,train
35393,67044,train
35394,67045,train
35395,67046,validate
35396,67048,test
35397,67050,test
35398,67052,test
35399,67055,test
35400,67058,train
35401,67065,train
35402,67067,train
35403,67069,train
35404,67070,train
35405,67071,train
35406,67073,train
35407,67074,train
35408,67075,train
35409,67076,train
35410,67078,train
35411,67079,train
35412,67088,test
35413,67089,test
35414,67091,train
35415,67092,train
35416,67093,train
35417,67094,train
35418,67095,train
35419,67096,train
35420,67097,train
35421,67099,train
35422,67100,train
35423,67101,train
35424,67102,train
35425,67103,train
35426,67105,validate
35427,67106,train
35428,67108,train
35429,67109,train
35430,67110,train
35431,67112,train
35432,67114,train
35433,67116,train
35434,67118,train
35435,67120,train
35436,67121,train
35437,67122,train
35438,67123,train
35439,67124,train
35440,67125,train
35441,67126,train
35442,67127,train
35443,67128,train
35444,67129,train
35445,67130,train
35446,67131,train
35447,67132,train
35448,67133,train
35449,67134,train
35450,67135,train
35451,67136,train
35452,67137,train
35453,67138,train
35454,67139,train
35455,67140,train
35456,67141,train
35457,67142,train
35458,67143,validate
35459,67147,test
35460,67148,test
35461,67149,test
35462,67150,test
35463,67151,test
35464,67152,test
35465,67153,test
35466,67154,test
35467,67155,test
35468,67156,test
35469,67157,test
35470,67158,test
35471,67159,test
35472,67160,test
35473,67161,test
35474,67162,test
35475,67164,test
35476,67165,test
35477,67166,test
35478,67167,test
35479,67168,test
35480,67169,test
35481,67170,test
35482,67171,test
35483,67172,test
35484,67176,validate
35485,67177,train
35486,67178,train
35487,67179,train
35488,67180,train
35489,67181,train
35490,67182,train
35491,67183,train
35492,67184,train
35493,67189,train
35494,67191,train
35495,67192,train
35496,67194,test
35497,67196,test
35498,67197,test
35499,67198,test
35500,67199,test
35501,67200,train
35502,67202,train
35503,67203,train
35504,67204,train
35505,67206,train
35506,67207,train
35507,67208,train
35508,67209,train
35509,67210,train
35510,67212,train
35511,67221,train
35512,67222,train
35513,67224,train
35514,67225,train
35515,67228,train
35516,67230,train
35517,67231,train
35518,67232,train
35519,67233,train
35520,67234,test
35521,67236,test
35522,67238,test
35523,67239,test
35524,67244,train
35525,67255,test
35526,67256,test
35527,67257,test
35528,67258,test
35529,67259,test
35530,67260,test
35531,67261,test
35532,67262,test
35533,67263,test
35534,67264,test
35535,67265,test
35536,67280,validate
35537,67282,validate
35538,67286,test
35539,67287,test
35540,67288,test
35541,67299,train
35542,67300,test
35543,67302,test
35544,67303,test
35545,67304,test
35546,67305,test
35547,67306,test
35548,67307,train
35549,67309,train
35550,67326,test
35551,67327,train
35552,67329,train
35553,67330,train
35554,67331,train
35555,67332,train
35556,67333,train
35557,67334,train
35558,67335,train
35559,67336,train
35560,67337,train
35561,67341,train
35562,67343,test
35563,67344,test
35564,67345,test
35565,67346,train
35566,67351,validate
35567,67352,train
35568,67358,train
35569,67364,train
35570,67366,test
35571,67367,test
35572,67368,test
35573,67369,train
35574,67376,validate
35575,67377,train
35576,67424,validate
35577,67425,train
35578,67427,train
35579,67429,train
35580,67431,train
35581,67433,train
35582,67435,train
35583,67436,train
35584,67438,train
35585,67439,train
35586,67440,train
35587,67441,train
35588,67442,train
35589,67464,train
35590,67466,train
35591,67467,test
35592,67514,train
35593,67516,test
35594,67517,test
35595,67519,test
35596,67520,test
35597,67521,test
35598,67522,test
35599,67523,test
35600,67524,test
35601,67525,test
35602,67526,test
35603,67527,test
35604,67528,test
35605,67529,test
35606,67530,test
35607,67532,test
35608,67533,test
35609,67534,test
35610,67535,test
35611,67536,test
35612,67537,test
35613,67538,train
35614,67539,train
35615,67540,train
35616,67541,train
35617,67542,train
35618,67543,train
35619,67544,train
35620,67545,train
35621,67549,train
35622,67550,train
35623,67552,train
35624,67553,test
35625,67555,test
35626,67559,train
35627,67561,train
35628,67563,train
35629,67564,train
35630,67565,train
35631,67566,test
35632,67567,train
35633,67569,train
35634,67571,train
35635,67573,validate
35636,67575,validate
35637,67577,validate
35638,67579,validate
35639,67581,validate
35640,67582,validate
35641,67583,validate
35642,67584,validate
35643,67585,validate
35644,67586,validate
35645,67587,validate
35646,67588,test
35647,67593,validate
35648,67594,test
35649,67595,train
35650,67607,train
35651,67608,train
35652,67609,train
35653,67610,train
35654,67635,validate
35655,67637,validate
35656,67639,train
35657,67641,train
35658,67643,train
35659,67644,train
35660,67648,train
35661,67649,train
35662,67655,train
35663,67657,train
35664,67659,train
35665,67664,train
35666,67666,test
35667,67667,test
35668,67675,train
35669,67677,train
35670,67678,train
35671,67679,train
35672,67680,train
35673,67681,train
35674,67685,test
35675,67687,test
35676,67688,test
35677,67689,test
35678,67690,train
35679,67702,test
35680,67706,test
35681,67707,train
35682,67708,test
35683,67709,test
35684,67710,test
35685,67711,test
35686,67712,test
35687,67713,test
35688,67714,test
35689,67715,test
35690,67716,test
35691,67717,test
35692,67719,test
35693,67720,test
35694,67721,train
35695,67722,train
35696,67723,train
35697,67725,train
35698,67727,train
35699,67729,train
35700,67730,train
35701,67731,train
35702,67732,train
35703,67733,train
35704,67734,train
35705,67735,test
35706,67737,test
35707,67738,train
35708,67740,train
35709,67742,train
35710,67744,train
35711,67746,train
35712,67747,train
35713,67748,train
35714,67749,train
35715,67750,train
35716,67751,train
35717,67752,train
35718,67753,train
35719,67755,test
35720,67756,test
35721,67768,train
35722,67770,train
35723,67772,train
35724,67774,train
35725,67775,train
35726,67776,train
35727,67778,train
35728,67779,train
35729,67780,train
35730,67781,train
35731,67783,train
35732,67784,train
35733,67785,train
35734,67786,train
35735,67787,train
35736,67788,test
35737,67790,test
35738,67791,test
35739,67807,test
35740,67808,train
35741,67810,train
35742,67811,validate
35743,67812,validate
35744,67822,train
35745,67827,train
35746,67829,train
35747,67838,train
35748,67839,train
35749,67840,train
35750,67841,train
35751,67842,train
35752,67843,train
35753,67844,train
35754,67845,train
35755,67846,train
35756,67847,train
35757,67848,train
35758,67849,train
35759,67850,train
35760,67851,train
35761,67852,train
35762,67853,train
35763,67854,train
35764,67856,train
35765,67858,train
35766,67859,train
35767,67860,train
35768,67861,train
35769,67863,validate
35770,67865,train
35771,67868,train
35772,67870,train
35773,67871,train
35774,67872,train
35775,67873,train
35776,67874,train
35777,67875,test
35778,67877,test
35779,67879,test
35780,67880,validate
35781,67882,validate
35782,67884,test
35783,67886,test
35784,67887,test
35785,67888,test
35786,67889,test
35787,67891,test
35788,67892,test
35789,67893,train
35790,67894,train
35791,67895,train
35792,67896,train
35793,67898,train
35794,67899,train
35795,67900,train
35796,67901,train
35797,67902,train
35798,67903,train
35799,67904,test
35800,67905,test
35801,67906,test
35802,67907,validate
35803,67908,validate
35804,67910,validate
35805,67912,train
35806,67915,train
35807,67918,train
35808,67926,train
35809,67928,train
35810,67930,test
35811,67932,test
35812,67934,test
35813,67935,test
35814,67936,train
35815,67938,test
35816,67940,test
35817,67942,test
35818,67944,test
35819,67945,test
35820,67959,train
35821,67961,train
35822,67962,train
35823,67963,train
35824,67965,train
35825,67967,train
35826,67969,train
35827,67971,train
35828,67973,train
35829,67974,train
35830,67987,train
35831,67988,train
35832,67990,test
35833,67995,test
35834,68009,test
35835,68010,test
35836,68011,test
35837,68013,test
35838,68015,test
35839,68017,test
35840,68018,test
35841,68019,test
35842,68020,test
35843,68021,test
35844,68022,test
35845,68023,test
35846,68024,validate
35847,68025,validate
35848,68026,validate
35849,68027,validate
35850,68028,validate
35851,68029,validate
35852,68030,validate
35853,68031,validate
35854,68032,validate
35855,68033,validate
35856,68034,validate
35857,68035,validate
35858,68036,validate
35859,68037,validate
35860,68038,validate
35861,68039,validate
35862,68040,validate
35863,68041,validate
35864,68047,test
35865,68049,train
35866,68051,train
35867,68052,test
35868,68060,train
35869,68062,test
35870,68064,test
35871,68065,test
35872,68067,test
35873,68069,test
35874,68070,test
35875,68071,test
35876,68072,test
35877,68079,validate
35878,68081,validate
35879,68082,validate
35880,68083,validate
35881,68084,validate
35882,68085,validate
35883,68087,validate
35884,68088,validate
35885,68089,validate
35886,68090,train
35887,68091,train
35888,68092,train
35889,68093,train
35890,68094,test
35891,68095,test
35892,68097,test
35893,68099,test
35894,68100,test
35895,68107,train
35896,68109,train
35897,68110,train
35898,68111,train
35899,68112,train
35900,68113,train
35901,68114,train
35902,68115,train
35903,68116,train
35904,68117,train
35905,68118,train
35906,68119,train
35907,68120,train
35908,68121,train
35909,68122,train
35910,68123,train
35911,68124,train
35912,68126,test
35913,68128,test
35914,68130,test
35915,68132,train
35916,68144,test
35917,68146,test
35918,68147,test
35919,68149,train
35920,68151,train
35921,68157,validate
35922,68159,validate
35923,68161,train
35924,68162,train
35925,68164,train
35926,68165,train
35927,68166,train
35928,68172,train
35929,68174,train
35930,68176,train
35931,68177,train
35932,68178,train
35933,68179,train
35934,68180,train
35935,68182,train
35936,68184,train
35937,68185,train
35938,68188,train
35939,68191,train
35940,68192,train
35941,68193,train
35942,68194,train
35943,68200,validate
35944,68201,validate
35945,68202,train
35946,68203,train
35947,68205,train
35948,68206,train
35949,68207,train
35950,68208,test
35951,68210,validate
35952,68211,validate
35953,68212,validate
35954,68213,validate
35955,68214,validate
35956,68215,validate
35957,68216,train
35958,68217,train
35959,68218,train
35960,68219,train
35961,68220,train
35962,68221,train
35963,68222,train
35964,68223,train
35965,68224,train
35966,68225,test
35967,68228,train
35968,68230,train
35969,68232,train
35970,68234,train
35971,68239,test
35972,68240,train
35973,68241,train
35974,68243,train
35975,68244,train
35976,68245,train
35977,68246,train
35978,68247,train
35979,68248,train
35980,68249,train
35981,68250,train
35982,68251,train
35983,68252,train
35984,68253,train
35985,68254,train
35986,68255,train
35987,68256,train
35988,68257,train
35989,68258,train
35990,68259,train
35991,68260,train
35992,68261,train
35993,68262,train
35994,68263,train
35995,68264,train
35996,68265,train
35997,68266,train
35998,68267,train
35999,68268,train
36000,68269,train
36001,68270,train
36002,68271,train
36003,68272,train
36004,68273,train
36005,68274,train
36006,68275,train
36007,68276,train
36008,68277,train
36009,68278,train
36010,68279,train
36011,68280,train
36012,68281,train
36013,68282,train
36014,68283,train
36015,68284,train
36016,68285,train
36017,68286,train
36018,68287,train
36019,68289,test
36020,68291,test
36021,68295,train
36022,68298,train
36023,68300,train
36024,68302,test
36025,68304,test
36026,68305,test
36027,68307,test
36028,68309,test
36029,68311,test
36030,68312,test
36031,68313,test
36032,68314,test
36033,68315,train
36034,68316,train
36035,68318,train
36036,68319,train
36037,68320,train
36038,68321,train
36039,68322,train
36040,68326,train
36041,68328,train
36042,68329,test
36043,68330,test
36044,68331,test
36045,68332,test
36046,68333,test
36047,68334,test
36048,68335,test
36049,68336,test
36050,68337,test
36051,68338,test
36052,68339,test
36053,68340,test
36054,68341,train
36055,68342,validate
36056,68344,validate
36057,68345,validate
36058,68346,validate
36059,68347,test
36060,68348,test
36061,68349,test
36062,68350,test
36063,68351,test
36064,68352,test
36065,68353,test
36066,68354,train
36067,68355,train
36068,68412,train
36069,68414,train
36070,68416,train
36071,68418,train
36072,68420,train
36073,68422,train
36074,68424,train
36075,68425,train
36076,68426,train
36077,68427,train
36078,68429,train
36079,68431,train
36080,68432,train
36081,68433,train
36082,68434,train
36083,68435,train
36084,68436,train
36085,68437,train
36086,68438,test
36087,68439,test
36088,68440,train
36089,68441,train
36090,68442,train
36091,68443,train
36092,68444,test
36093,68446,test
36094,68447,test
36095,68448,test
36096,68449,test
36097,68450,test
36098,68451,test
36099,68452,test
36100,68453,test
36101,68454,test
36102,68469,train
36103,68471,train
36104,68472,train
36105,68473,train
36106,68474,train
36107,68476,train
36108,68479,test
36109,68480,test
36110,68482,train
36111,68483,train
36112,68484,train
36113,68486,train
36114,68488,train
36115,68498,train
36116,68500,train
36117,68501,train
36118,68502,train
36119,68503,train
36120,68504,train
36121,68505,train
36122,68506,train
36123,68507,test
36124,68509,test
36125,68510,test
36126,68511,test
36127,68512,test
36128,68513,test
36129,68514,test
36130,68515,test
36131,68516,test
36132,68517,test
36133,68518,test
36134,68519,test
36135,68520,test
36136,68521,test
36137,68522,train
36138,68530,train
36139,68531,train
36140,68533,train
36141,68536,train
36142,68537,train
36143,68539,train
36144,68541,train
36145,68543,train
36146,68544,train
36147,68545,train
36148,68546,train
36149,68547,train
36150,68548,train
36151,68549,train
36152,68550,train
36153,68551,train
36154,68552,train
36155,68553,train
36156,68554,train
36157,68555,train
36158,68556,train
36159,68557,train
36160,68558,train
36161,68559,train
36162,68560,train
36163,68561,train
36164,68562,train
36165,68563,train
36166,68564,train
36167,68565,train
36168,68566,train
36169,68567,test
36170,68569,test
36171,68570,test
36172,68572,test
36173,68573,test
36174,68574,test
36175,68575,test
36176,68576,test
36177,68577,test
36178,68578,test
36179,68580,test
36180,68581,test
36181,68582,test
36182,68583,train
36183,68584,train
36184,68585,test
36185,68587,train
36186,68588,train
36187,68603,test
36188,68604,test
36189,68605,test
36190,68606,test
36191,68607,test
36192,68608,train
36193,68616,train
36194,68618,train
36195,68619,train
36196,68620,train
36197,68621,train
36198,68623,train
36199,68624,train
36200,68625,train
36201,68626,test
36202,68627,test
36203,68628,test
36204,68629,test
36205,68630,test
36206,68631,train
36207,68633,train
36208,68635,test
36209,68637,test
36210,68640,test
36211,68641,test
36212,68642,train
36213,68643,train
36214,68647,train
36215,68648,train
36216,68649,train
36217,68650,train
36218,68651,train
36219,68652,train
36220,68653,train
36221,68654,train
36222,68655,train
36223,68656,train
36224,68657,train
36225,68658,train
36226,68685,train
36227,68687,train
36228,68689,train
36229,68691,train
36230,68693,train
36231,68695,train
36232,68697,train
36233,68699,train
36234,68700,train
36235,68701,train
36236,68702,train
36237,68703,train
36238,68704,train
36239,68705,train
36240,68706,train
36241,68707,train
36242,68708,train
36243,68709,train
36244,68710,train
36245,68711,train
36246,68712,train
36247,68713,train
36248,68714,train
36249,68715,train
36250,68716,train
36251,68717,train
36252,68718,train
36253,68719,train
36254,68720,train
36255,68721,train
36256,68722,train
36257,68723,train
36258,68724,train
36259,68725,train
36260,68726,train
36261,68727,test
36262,68728,test
36263,68729,test
36264,68730,test
36265,68731,test
36266,68732,train
36267,68738,train
36268,68739,train
36269,68740,train
36270,68742,train
36271,68752,train
36272,68753,train
36273,68754,train
36274,68755,train
36275,68756,train
36276,68757,train
36277,68758,train
36278,68759,train
36279,68760,train
36280,68761,train
36281,68762,train
36282,68763,train
36283,68764,train
36284,68765,train
36285,68774,test
36286,68776,test
36287,68778,test
36288,68779,test
36289,68780,test
36290,68781,test
36291,68782,test
36292,68783,test
36293,68784,test
36294,68785,test
36295,68786,test
36296,68789,train
36297,68790,train
36298,68792,train
36299,68794,train
36300,68796,train
36301,68797,train
36302,68798,train
36303,68799,test
36304,68804,test
36305,68806,test
36306,68807,test
36307,68808,test
36308,68809,test
36309,68810,test
36310,68811,test
36311,68812,test
36312,68813,test
36313,68815,test
36314,68816,test
36315,68817,test
36316,68818,test
36317,68819,test
36318,68820,test
36319,68821,test
36320,68822,test
36321,68823,test
36322,68824,test
36323,68825,test
36324,68826,test
36325,68827,test
36326,68828,test
36327,68829,test
36328,68830,test
36329,68831,train
36330,68833,train
36331,68834,train
36332,68835,train
36333,68837,train
36334,68838,train
36335,68842,test
36336,68843,train
36337,68844,train
36338,68845,test
36339,68847,test
36340,68849,train
36341,68850,train
36342,68851,train
36343,68852,train
36344,68853,train
36345,68854,train
36346,68855,train
36347,68856,train
36348,68857,test
36349,68858,test
36350,68860,test
36351,68862,test
36352,68863,test
36353,68864,test
36354,68865,test
36355,68866,test
36356,68867,test
36357,68868,test
36358,68869,test
36359,68877,train
36360,68881,test
36361,68883,test
36362,68885,test
36363,68886,test
36364,68887,test
36365,68888,test
36366,68889,test
36367,68890,test
36368,68891,train
36369,68892,test
36370,68894,test
36371,68895,test
36372,68897,train
36373,68898,train
36374,68904,train
36375,68906,test
36376,68907,test
36377,68908,test
36378,68911,test
36379,68913,test
36380,68915,test
36381,68916,test
36382,68917,test
36383,68918,test
36384,68921,validate
36385,68925,test
36386,68926,test
36387,68929,train
36388,68931,test
36389,68933,train
36390,68935,train
36391,68937,train
36392,68939,train
36393,68941,train
36394,68943,train
36395,68946,train
36396,68948,test
36397,68950,test
36398,68952,validate
36399,68954,validate
36400,68955,validate
36401,68956,validate
36402,68957,validate
36403,68958,validate
36404,68959,validate
36405,68960,validate
36406,68961,validate
36407,68962,validate
36408,68963,validate
36409,68964,validate
36410,68965,validate
36411,68966,validate
36412,68967,validate
36413,68968,validate
36414,68969,validate
36415,68970,validate
36416,68971,validate
36417,68972,validate
36418,68973,validate
36419,68974,validate
36420,68975,validate
36421,68976,train
36422,68978,test
36423,68980,train
36424,68982,train
36425,69015,test
36426,69017,train
36427,69019,train
36428,69023,test
36429,69025,test
36430,69027,test
36431,69028,train
36432,69030,train
36433,69032,train
36434,69034,train
36435,69035,train
36436,69036,train
36437,69040,test
36438,69041,test
36439,69042,test
36440,69043,train
36441,69045,train
36442,69047,test
36443,69056,train
36444,69057,train
36445,69058,train
36446,69065,train
36447,69066,train
36448,69067,train
36449,69069,train
36450,69070,train
36451,69071,train
36452,69072,train
36453,69073,validate
36454,69076,train
36455,69078,train
36456,69079,test
36457,69081,test
36458,69083,test
36459,69084,validate
36460,69086,validate
36461,69088,validate
36462,69089,train
36463,69090,train
36464,69091,train
36465,69092,train
36466,69093,train
36467,69094,train
36468,69095,train
36469,69096,train
36470,69097,train
36471,69098,train
36472,69099,train
36473,69100,train
36474,69102,test
36475,69104,test
36476,69105,test
36477,69106,test
36478,69107,test
36479,69108,test
36480,69109,test
36481,69110,train
36482,69112,train
36483,69114,train
36484,69116,train
36485,69117,train
36486,69118,train
36487,69122,train
36488,69123,train
36489,69147,train
36490,69148,train
36491,69149,train
36492,69150,train
36493,69151,train
36494,69152,train
36495,69153,train
36496,69154,train
36497,69155,train
36498,69156,train
36499,69159,train
36500,69161,train
36501,69162,train
36502,69163,train
36503,69164,test
36504,69166,train
36505,69168,train
36506,69170,train
36507,69172,train
36508,69174,train
36509,69175,train
36510,69176,test
36511,69178,test
36512,69197,train
36513,69198,train
36514,69199,train
36515,69200,train
36516,69201,train
36517,69213,train
36518,69215,train
36519,69217,train
36520,69219,train
36521,69220,train
36522,69222,train
36523,69223,train
36524,69224,train
36525,69225,train
36526,69226,train
36527,69227,train
36528,69228,train
36529,69229,train
36530,69230,train
36531,69231,train
36532,69232,train
36533,69233,train
36534,69234,train
36535,69236,train
36536,69241,validate
36537,69243,validate
36538,69244,validate
36539,69245,validate
36540,69246,validate
36541,69247,train
36542,69249,train
36543,69250,train
36544,69251,train
36545,69252,train
36546,69253,train
36547,69254,validate
36548,69255,validate
36549,69256,validate
36550,69257,validate
36551,69258,validate
36552,69259,validate
36553,69260,validate
36554,69266,train
36555,69268,train
36556,69281,test
36557,69284,train
36558,69286,train
36559,69288,train
36560,69289,train
36561,69290,train
36562,69291,train
36563,69294,train
36564,69296,train
36565,69297,train
36566,69298,train
36567,69299,train
36568,69300,train
36569,69301,train
36570,69304,test
36571,69306,test
36572,69313,test
36573,69314,test
36574,69315,test
36575,69316,test
36576,69318,test
36577,69320,test
36578,69322,test
36579,69323,test
36580,69326,test
36581,69327,test
36582,69328,test
36583,69329,test
36584,69331,test
36585,69332,test
36586,69333,test
36587,69334,test
36588,69335,test
36589,69336,test
36590,69337,train
36591,69339,train
36592,69340,train
36593,69341,train
36594,69342,train
36595,69344,train
36596,69345,validate
36597,69346,validate
36598,69348,validate
36599,69349,validate
36600,69350,validate
36601,69351,validate
36602,69352,validate
36603,69353,validate
36604,69354,validate
36605,69355,validate
36606,69356,validate
36607,69357,validate
36608,69366,test
36609,69367,train
36610,69369,train
36611,69370,train
36612,69371,train
36613,69372,train
36614,69373,train
36615,69374,train
36616,69375,train
36617,69376,train
36618,69377,train
36619,69378,train
36620,69379,validate
36621,69380,train
36622,69381,train
36623,69382,train
36624,69383,train
36625,69384,train
36626,69390,train
36627,69393,train
36628,69394,train
36629,69395,test
36630,69396,test
36631,69398,test
36632,69399,test
36633,69400,test
36634,69401,test
36635,69402,test
36636,69403,test
36637,69404,test
36638,69405,test
36639,69406,test
36640,69407,test
36641,69408,test
36642,69409,test
36643,69410,test
36644,69411,test
36645,69412,test
36646,69413,test
36647,69414,test
36648,69415,test
36649,69417,test
36650,69418,test
36651,69419,train
36652,69420,train
36653,69421,train
36654,69422,train
36655,69423,train
36656,69425,train
36657,69428,train
36658,69430,train
36659,69431,train
36660,69432,train
36661,69433,train
36662,69479,test
36663,69480,test
36664,69483,train
36665,69485,test
36666,69489,train
36667,69491,train
36668,69492,train
36669,69493,train
36670,69495,train
36671,69496,train
36672,69500,train
36673,69501,train
36674,69503,test
36675,69504,test
36676,69505,test
36677,69506,test
36678,69507,test
36679,69508,test
36680,69509,test
36681,69510,test
36682,69511,test
36683,69512,test
36684,69513,train
36685,69515,train
36686,69516,train
36687,69517,train
36688,69518,train
36689,69519,train
36690,69524,train
36691,69525,train
36692,69542,train
36693,69543,train
36694,69544,train
36695,69546,train
36696,69548,train
36697,69549,train
36698,69552,test
36699,69553,test
36700,69555,test
36701,69556,test
36702,69567,train
36703,69569,train
36704,69571,validate
36705,69572,validate
36706,69573,validate
36707,69574,validate
36708,69575,validate
36709,69576,validate
36710,69577,validate
36711,69578,validate
36712,69579,validate
36713,69580,validate
36714,69581,validate
36715,69582,validate
36716,69583,validate
36717,69584,validate
36718,69585,validate
36719,69586,validate
36720,69587,validate
36721,69588,validate
36722,69589,validate
36723,69590,validate
36724,69591,validate
36725,69592,validate
36726,69593,validate
36727,69594,validate
36728,69595,train
36729,69597,validate
36730,69599,train
36731,69601,train
36732,69603,train
36733,69605,train
36734,69606,train
36735,69607,train
36736,69608,train
36737,69609,train
36738,69610,train
36739,69611,train
36740,69612,train
36741,69613,train
36742,69614,train
36743,69615,train
36744,69616,train
36745,69617,train
36746,69618,train
36747,69620,test
36748,69621,test
36749,69622,train
36750,69624,train
36751,69626,train
36752,69627,train
36753,69630,train
36754,69631,train
36755,69632,train
36756,69633,train
36757,69634,train
36758,69635,test
36759,69638,test
36760,69640,test
36761,69641,train
36762,69643,train
36763,69652,test
36764,69653,train
36765,69655,train
36766,69657,train
36767,69658,train
36768,69661,train
36769,69663,train
36770,69664,train
36771,69665,train
36772,69666,train
36773,69667,train
36774,69668,train
36775,69669,train
36776,69670,train
36777,69671,train
36778,69672,train
36779,69673,train
36780,69674,test
36781,69675,test
36782,69678,test
36783,69679,train
36784,69682,validate
36785,69684,test
36786,69685,test
36787,69686,test
36788,69687,test
36789,69698,train
36790,69701,train
36791,69705,train
36792,69706,train
36793,69707,train
36794,69708,train
36795,69709,train
36796,69710,train
36797,69711,train
36798,69712,train
36799,69714,train
36800,69716,train
36801,69717,train
36802,69718,train
36803,69719,train
36804,69721,train
36805,69723,test
36806,69725,train
36807,69726,train
36808,69728,train
36809,69729,train
36810,69730,train
36811,69731,train
36812,69732,train
36813,69733,train
36814,69734,train
36815,69735,train
36816,69737,train
36817,69739,test
36818,69741,train
36819,69743,train
36820,69745,train
36821,69746,train
36822,69748,train
36823,69749,train
36824,69750,train
36825,69751,train
36826,69760,validate
36827,69775,train
36828,69777,test
36829,69779,test
36830,69782,validate
36831,69784,validate
36832,69785,train
36833,69787,train
36834,69789,train
36835,69791,train
36836,69793,train
36837,69794,train
36838,69795,train
36839,69796,train
36840,69797,train
36841,69798,train
36842,69799,train
36843,69800,train
36844,69801,train
36845,69802,train
36846,69803,train
36847,69804,train
36848,69805,train
36849,69806,test
36850,69808,validate
36851,69828,test
36852,69829,test
36853,69830,test
36854,69838,train
36855,69840,train
36856,69841,train
36857,69842,train
36858,69843,train
36859,69846,test
36860,69847,test
36861,69848,test
36862,69849,test
36863,69852,test
36864,69853,test
36865,69854,test
36866,69855,validate
36867,69857,validate
36868,69858,validate
36869,69859,validate
